x,y,z,qx,qy,qz,qw,time
-0.292154324299,-0.276359980962,-0.0690049055906,0.300800885599,0.0959528222543,0.917823341458,0.240649531477,1754272685.6
-0.292154291353,-0.276359892927,-0.0690051250268,0.300800975466,0.0959526545609,0.917823417323,0.240649196663,1754272685.7
-0.292154918836,-0.276359010587,-0.0690053080073,0.300800862495,0.0959529585151,0.917823737949,0.240647993826,1754272685.8
-0.292154531078,-0.276359131873,-0.0690052111213,0.300800848593,0.0959529236251,0.917823701869,0.24064816272,1754272685.9
-0.292154864899,-0.276358748659,-0.0690050751173,0.300800915476,0.0959529663262,0.917823783124,0.240647752191,1754272685.98
-0.292155211191,-0.276358246941,-0.0690046503614,0.300805558932,0.0959541350674,0.917822284701,0.240647196919,1754272686.1
-0.29215329588,-0.276359883256,-0.0690049089714,0.300806554759,0.0959531865429,0.917821697313,0.240648570633,1754272686.19
-0.292153236492,-0.27635968647,-0.0690048843736,0.300806539905,0.0959531527542,0.917821623718,0.24064888336,1754272686.3
-0.292153406872,-0.276359535152,-0.0690049640981,0.30080630059,0.095953270819,0.917821783868,0.240648524619,1754272686.4
-0.292153591426,-0.276359491611,-0.0690050698366,0.300806442398,0.0959532369284,0.917821792141,0.240648329325,1754272686.5
-0.292153483098,-0.276359624122,-0.0690050701766,0.300806630837,0.0959531449555,0.91782172271,0.240648395257,1754272686.58
-0.292152547533,-0.27636036561,-0.0690049327728,0.300807146626,0.0959527404622,0.917821396147,0.240649157304,1754272686.68
-0.292153608574,-0.276359473014,-0.0690052650168,0.300807187796,0.0959530078821,0.917821633098,0.240648095498,1754272686.76
-0.292153283903,-0.276359886737,-0.0690054322452,0.300807287701,0.0959526378807,0.917821586169,0.240648297131,1754272686.89
-0.292153375153,-0.27635960261,-0.0690053056526,0.300807179327,0.0959528511846,0.917821617036,0.24064822982,1754272686.98
-0.292153792913,-0.276359474512,-0.0690055487637,0.300806996838,0.0959526688118,0.917821778838,0.24064791354,1754272687.1
-0.29215270321,-0.276360707302,-0.0690040594314,0.300807525378,0.0959521987265,0.917821137604,0.240649885941,1754272687.18
-0.292152756074,-0.276360799725,-0.0690068196113,0.300811370253,0.0959508178691,0.917820080212,0.240649663279,1754272687.28
-0.292153171486,-0.276361068158,-0.0690074686404,0.30081157711,0.0959502152231,0.917820067611,0.240649693051,1754272687.38
-0.292153054799,-0.276361447085,-0.0690080069202,0.300812032437,0.0959503064864,0.917819874368,0.24064982452,1754272687.5
-0.292153169267,-0.276361496208,-0.0690080475926,0.300811861355,0.0959501358305,0.917819894121,0.240650031079,1754272687.6
-0.292153210031,-0.276361312317,-0.069007962704,0.300811888988,0.09595026792,0.917819904164,0.24064990557,1754272687.69
-0.292152928678,-0.276361785052,-0.0690080545292,0.300812047958,0.095950082217,0.917819792127,0.2406502082,1754272687.8
-0.292158500672,-0.276354976805,-0.069006597368,0.300808515895,0.0959523495564,0.917822756437,0.24064241344,1754272687.88
-0.292175452005,-0.276331262046,-0.0690059692663,0.30080429897,0.0959645499456,0.917830247159,0.240614247862,1754272688.0
-0.292175277181,-0.276299064657,-0.0690379529846,0.300845161862,0.0960363108239,0.917819480453,0.240575594955,1754272688.08
-0.292268252616,-0.276095085281,-0.0690750446113,0.300875553607,0.096298446288,0.9178440358,0.240339003142,1754272688.18
-0.293219983544,-0.275269824504,-0.0682364381621,0.299124093087,0.0964780455936,0.918543085183,0.2397819099,1754272688.29
-0.294863089176,-0.2737787459,-0.0666745720173,0.295910161315,0.0968413885119,0.919824193269,0.238709814164,1754272688.38
-0.298463744629,-0.269664015517,-0.0635787411688,0.28949844762,0.0991635502752,0.922426828393,0.235554633542,1754272688.5
-0.301959886969,-0.263447697754,-0.0615897930306,0.285141892937,0.105399376468,0.924502712045,0.229956099624,1754272688.6
-0.305578033132,-0.255473600844,-0.0600543636238,0.281409620856,0.114075767278,0.926255103229,0.223264032822,1754272688.69
-0.307985007602,-0.249384211145,-0.0590884699329,0.279537049714,0.120306540369,0.927325191586,0.217837928817,1754272688.76
-0.310717763469,-0.238818851974,-0.0591238897161,0.279377884541,0.132386575879,0.927982060334,0.208017037415,1754272688.9
-0.311254428696,-0.232424354499,-0.0602999841362,0.28056756962,0.140385721717,0.927670288071,0.202488332122,1754272689.0
-0.310284339774,-0.228106799688,-0.062366661807,0.28328284688,0.14661022829,0.92664475718,0.198961713944,1754272689.1
-0.308674758715,-0.226117776086,-0.0649616577656,0.286837459637,0.150338638392,0.925217902063,0.197723036738,1754272689.18
-0.305925067196,-0.225460724999,-0.0687693913534,0.29216892693,0.152609901993,0.923242767669,0.197409037019,1754272689.3
-0.303402556465,-0.226945765708,-0.0714194010265,0.296646879378,0.151831979671,0.921744492626,0.198329950382,1754272689.4
-0.30120362412,-0.228843471595,-0.073156070797,0.299876070564,0.150803635614,0.920509199406,0.199988548666,1754272689.48
-0.298519032777,-0.231567117304,-0.074246474429,0.302431245819,0.149327776,0.919333842943,0.202637217922,1754272689.6
-0.29725078137,-0.232926427468,-0.0739806066815,0.303048276612,0.147913446878,0.919228258484,0.203230812328,1754272689.68
-0.295754600011,-0.235414477492,-0.073154317021,0.302621594492,0.144263445579,0.919314304962,0.20608114302,1754272689.8
-0.294485997574,-0.23851569791,-0.0725593158841,0.302026458536,0.139815450635,0.919446647136,0.209402772616,1754272689.9
-0.293544451102,-0.24224227168,-0.0715672250121,0.300713486344,0.13396205643,0.919835870887,0.213371828499,1754272690.0
-0.293337200649,-0.244689647154,-0.0705849655166,0.29934875729,0.129738420231,0.920198136543,0.216318407277,1754272690.06
-0.29321660183,-0.249261906191,-0.0686766264985,0.296899591558,0.122549340008,0.920686034802,0.221742005756,1754272690.17
-0.292460130276,-0.254291552572,-0.0678631515341,0.296303837482,0.116988740532,0.920405297046,0.226653391,1754272690.29
-0.291498319514,-0.258501402874,-0.0677777055273,0.296945980566,0.113073879062,0.919813799173,0.230173754693,1754272690.38
-0.289668054611,-0.26446514905,-0.0683651387026,0.299219943079,0.108011818295,0.918519958777,0.234780659554,1754272690.5
-0.288234300859,-0.268697327831,-0.0691063966556,0.301074577588,0.10459820578,0.917452488489,0.238105534255,1754272690.58
-0.285935010735,-0.27493712139,-0.0705470531257,0.304091443928,0.10030490582,0.915621359935,0.243114879899,1754272690.7
-0.284794621018,-0.278236250381,-0.0713609979264,0.305322314713,0.0984210841334,0.914635556359,0.246035309215,1754272690.78
-0.284979446706,-0.279714067461,-0.0707819022697,0.304139634758,0.0974023235644,0.914690085097,0.247697230827,1754272690.88
-0.286954204465,-0.278813365196,-0.0682525872585,0.299324033589,0.0971312602456,0.916249568977,0.247905967149,1754272690.98
-0.289663535783,-0.276697436192,-0.0651739951506,0.294155688704,0.0971744202654,0.918307008777,0.246458516752,1754272691.06
-0.29421217875,-0.271133042666,-0.061249030778,0.288142986044,0.100043183958,0.921399807359,0.240805680862,1754272691.2
-0.296992496849,-0.265635906066,-0.06030265932,0.286753407155,0.105582839552,0.922849340622,0.234465012295,1754272691.27
-0.300565549862,-0.257760173322,-0.0594364035927,0.284812751249,0.11344072092,0.924597384152,0.22612513523,1754272691.37
-0.304755888692,-0.24798432933,-0.0582592019677,0.281923653997,0.12269948212,0.926567488648,0.21664851577,1754272691.48
-0.307598883564,-0.238864351948,-0.0575531077118,0.280888429069,0.13217025908,0.927598594016,0.207830607491,1754272691.58
-0.307802325051,-0.230381970352,-0.0581689099381,0.283260794688,0.143076808577,0.927049938959,0.199676637882,1754272691.69
-0.305353381387,-0.226029525952,-0.0600603852416,0.288301215749,0.149589820003,0.925398398433,0.195302582999,1754272691.79
-0.301168003942,-0.224107731444,-0.0625241302151,0.293995661029,0.15294420685,0.9232721,0.194276221522,1754272691.9
-0.298199311322,-0.224292102906,-0.064046572836,0.296929237261,0.153420904245,0.922068743815,0.195151955866,1754272691.96
-0.29303860034,-0.226096847141,-0.0660131208116,0.30046076009,0.153141778536,0.92027711865,0.198395948048,1754272692.1
-0.290018648715,-0.22796000456,-0.0672053247568,0.302594014076,0.152647227809,0.919127587023,0.200848612793,1754272692.18
-0.286916144938,-0.230353966325,-0.0681902791296,0.304847430066,0.151411176859,0.918009582316,0.203472618996,1754272692.28
-0.284281891829,-0.233072660207,-0.0674780734366,0.306301913791,0.148025638972,0.91792335223,0.204167253118,1754272692.4
-0.283139139141,-0.23526870452,-0.0666105942242,0.305747703345,0.144398418898,0.918138670587,0.206612729742,1754272692.48
-0.282609699567,-0.237972176984,-0.0656892140026,0.304240906486,0.139023889074,0.918804646533,0.20954200199,1754272692.58
-0.282446160606,-0.242128177655,-0.064684660121,0.302263515182,0.130893911718,0.9197412771,0.213493640335,1754272692.7
-0.283447973431,-0.245918127765,-0.063404616497,0.299780445893,0.123435398537,0.920526322379,0.218006138576,1754272692.8
-0.284275532834,-0.249226442165,-0.0627527694975,0.2982989676,0.118047267072,0.920768730371,0.221962865897,1754272692.88
-0.284822277332,-0.253947735936,-0.0624836937834,0.297676796036,0.112132878216,0.92048530318,0.226983588293,1754272692.97
-0.284402695114,-0.261240869661,-0.0636172545493,0.299101515198,0.105776441484,0.91922226142,0.233195330448,1754272693.1
-0.283427599533,-0.266344918681,-0.0652698511714,0.301337554687,0.102771040593,0.917799452829,0.237229753061,1754272693.18
-0.281719863439,-0.273191180535,-0.0678836808953,0.304750593712,0.0991279003829,0.915644808944,0.242683577631,1754272693.3
-0.280537454104,-0.277425790542,-0.0694061812724,0.306967247046,0.0965302302888,0.914326314333,0.245886995997,1754272693.38
-0.278911862297,-0.282868399248,-0.0711008055558,0.309764429445,0.0925813696691,0.912820411358,0.249466600668,1754272693.5
-0.279033549271,-0.284715049845,-0.0706846437253,0.309018358567,0.0904015738373,0.91329738794,0.249445566604,1754272693.59
-0.281605868368,-0.283144126477,-0.0673450162966,0.302140230971,0.0908295405802,0.915505189058,0.249622763774,1754272693.7
-0.285186472402,-0.27957037406,-0.0633243664198,0.29436200729,0.0932647795296,0.918141560675,0.248331963559,1754272693.78
-0.290192319169,-0.272928712413,-0.058877466404,0.286334197725,0.0976752174998,0.921502721338,0.243526207349,1754272693.9
-0.293946680765,-0.266713435979,-0.0562476234723,0.282656210717,0.10196296856,0.923747792583,0.237484810638,1754272693.99
-0.296787604761,-0.260890969053,-0.0549809085905,0.281164876489,0.106700604589,0.925183990553,0.231507833203,1754272694.07
-0.299550786389,-0.252807273507,-0.054129844615,0.280626835551,0.114728404342,0.926583704829,0.222550242307,1754272694.2
-0.301264405168,-0.247084900702,-0.0529784073736,0.279224526551,0.120123866615,0.927751417162,0.21652073433,1754272694.28
-0.302738744198,-0.238079201302,-0.0512702679226,0.278094927993,0.13068078657,0.928633881993,0.207905883178,1754272694.39
-0.302175348869,-0.229835641001,-0.051255029858,0.280242853746,0.14260614283,0.927857929403,0.200517066096,1754272694.5
-0.299994747623,-0.224588215661,-0.0542540664377,0.286512018743,0.150715210032,0.925772618974,0.195296816511,1754272694.6
-0.297220208764,-0.221066971991,-0.0583692257003,0.293082109588,0.155965434927,0.923571255938,0.191817088271,1754272694.7
-0.295244506714,-0.218912708856,-0.0616971600156,0.297123452478,0.159139126754,0.922089556481,0.19011376108,1754272694.78
-0.292723340516,-0.216231008426,-0.0665110494002,0.302560785169,0.164736605623,0.919808256587,0.187807329887,1754272694.88
-0.291488449558,-0.214561935471,-0.0705001647241,0.306323953291,0.167549723143,0.918630766242,0.184960107126,1754272694.98
-0.29015131945,-0.214669726749,-0.0750212132585,0.31178082672,0.165837687809,0.917523111036,0.182871315702,1754272695.09
-0.288488866282,-0.215874163404,-0.0767208691008,0.315754913897,0.162423973993,0.916971521144,0.181880500421,1754272695.18
-0.286612840427,-0.21776010442,-0.076443331534,0.316917155449,0.157049081322,0.91759143495,0.1814526416,1754272695.28
-0.28461912917,-0.221550236352,-0.0754158447244,0.316284302392,0.1498119735,0.918409041141,0.184514080242,1754272695.4
-0.283381197168,-0.224492262341,-0.0749770147808,0.316192250682,0.145615450612,0.918608154369,0.187023153323,1754272695.48
-0.282315632929,-0.229789098325,-0.0745473045477,0.315969850912,0.1381556995,0.918968550952,0.19124031576,1754272695.6
-0.281735502419,-0.234578770739,-0.0744402480646,0.315935466677,0.13170843979,0.919136328465,0.19500276275,1754272695.69
-0.281294164202,-0.240187002334,-0.0740773765462,0.315872409843,0.124842990835,0.919110521959,0.199686496198,1754272695.8
-0.281519635396,-0.243380794622,-0.0730698070976,0.315047271763,0.120545194011,0.919441282063,0.20209354664,1754272695.88
-0.282525461319,-0.246681907551,-0.0711814298849,0.31315624258,0.114839947543,0.920317856953,0.204352627471,1754272695.98
-0.283038725388,-0.249777847469,-0.0704622311843,0.312537900049,0.110641547745,0.920324073287,0.207562301668,1754272696.08
-0.282488809614,-0.253583886099,-0.0709914260988,0.313691508632,0.106951964564,0.919664282419,0.210657357647,1754272696.18
-0.280254808223,-0.260206401985,-0.0735067474098,0.317318059935,0.102668955353,0.916768266621,0.219782346337,1754272696.28
-0.277191547594,-0.270576690685,-0.076892550387,0.320709504274,0.09605419329,0.913712715261,0.230321687622,1754272696.41
-0.276194764355,-0.274745010535,-0.0781157925901,0.32212817132,0.0937610508011,0.912541998791,0.233900421199,1754272696.48
-0.275666638261,-0.278520432519,-0.079330305315,0.323600348786,0.091292959364,0.912003347633,0.234943192585,1754272696.58
-0.276160264125,-0.27900686807,-0.0795702934903,0.323690721566,0.0912683795899,0.912236540163,0.233920701203,1754272696.68
-0.27781681921,-0.277024274748,-0.0788281611621,0.322235014534,0.092337386415,0.913149179722,0.231941755732,1754272696.79
-0.279617586665,-0.27516432828,-0.0774111452168,0.319750158065,0.09284242256,0.914337980207,0.230491168902,1754272696.88
-0.282065956682,-0.273311296725,-0.0748038640964,0.315222483294,0.0930226407184,0.915679985541,0.23132604354,1754272697.0
-0.28361679554,-0.27224667867,-0.0728122369359,0.312143018645,0.0934158188028,0.916471271079,0.232208160913,1754272697.08
-0.285007371622,-0.271341192235,-0.0708784273623,0.309828241867,0.0934619255866,0.917229558815,0.232295642324,1754272697.2
-0.286185012083,-0.270646271762,-0.0690984362115,0.306877945121,0.0936194547922,0.918218049448,0.232243273638,1754272697.29
-0.287586372348,-0.269520885947,-0.0672726702723,0.303199478874,0.0946145036615,0.919344084039,0.232216766945,1754272697.38
-0.289256556227,-0.267886177912,-0.0659887462463,0.300331850411,0.0957516902898,0.920416937693,0.231225115945,1754272697.5
-0.290289048686,-0.266935420891,-0.0655013928799,0.299323674069,0.0956978813073,0.921009488359,0.23019291042,1754272697.58
-0.291263970573,-0.266251612468,-0.0650281141588,0.298412744496,0.0950084449773,0.921587877214,0.229344748965,1754272697.67
-0.291760385676,-0.265783291678,-0.0648884481222,0.298110336567,0.0949735450454,0.921833717904,0.228763741682,1754272697.78
-0.291853384276,-0.265650672679,-0.0649699845856,0.298143645649,0.0950104100257,0.921858306142,0.228605887812,1754272697.9
-0.291665763883,-0.265699288699,-0.0653800220771,0.298676205357,0.09510819584,0.921676230609,0.228604202429,1754272697.99
-0.291366943609,-0.265803300393,-0.065977642794,0.299280433667,0.0953694188181,0.92140761545,0.228787897778,1754272698.1
-0.291119710868,-0.265886343416,-0.0664865379811,0.299743146349,0.0956299790106,0.921183252875,0.228976784748,1754272698.2
-0.290963182333,-0.265919041053,-0.0668516376165,0.300070954377,0.09582837257,0.92103071864,0.229078066764,1754272698.28
-0.2908258144,-0.265876513327,-0.067327631726,0.300484137489,0.0961227344478,0.92086013425,0.229098922277,1754272698.4
-0.290753927477,-0.265822022186,-0.0676470921757,0.300754199702,0.0963330640166,0.920754258501,0.229081748706,1754272698.5
-0.290698157266,-0.265779490795,-0.0678964907758,0.300964910804,0.0964977997044,0.920671185162,0.229069565697,1754272698.58
-0.290644222778,-0.265737720232,-0.0681404262757,0.301171308387,0.0966582548855,0.920589940939,0.229057166247,1754272698.67
-0.290595642542,-0.265705490044,-0.0683523581185,0.301351869879,0.0967899244876,0.92051957079,0.229046896576,1754272698.78
-0.290550957145,-0.265673312204,-0.0685403586126,0.301514236425,0.0969118118497,0.920456423324,0.229035452974,1754272698.9
-0.290527153104,-0.265655348348,-0.0686479668977,0.301605509519,0.0969812470795,0.920420459637,0.229030416809,1754272698.99
-0.290514067277,-0.265642123231,-0.0687150272207,0.301661795095,0.0970259425421,0.920398678074,0.229024892215,1754272699.08
-0.290502366534,-0.265632707314,-0.0687670681081,0.301705812754,0.0970602576136,0.920381532975,0.229021271287,1754272699.17
-0.29049172828,-0.265622602052,-0.0688187063223,0.301749746007,0.097094623313,0.92036453189,0.229017146403,1754272699.3
-0.290487530301,-0.265617156946,-0.0688418894677,0.301769489033,0.0971100967518,0.920357297755,0.229013643845,1754272699.4
-0.29048904216,-0.265612571119,-0.0688595695359,0.301792029775,0.0971162318385,0.920351401351,0.229005035553,1754272699.48
-0.29049339954,-0.265608562764,-0.0688751661174,0.301815891322,0.097115637831,0.920345989128,0.228995591507,1754272699.57
-0.290495262745,-0.265607795986,-0.0688947494214,0.301838425171,0.0971180342013,0.920338657344,0.228994341242,1754272699.66
-0.290487990421,-0.265604590951,-0.0689161803216,0.30185913892,0.0971297999777,0.920331264199,0.228991760431,1754272699.8
-0.290485400141,-0.265603179032,-0.0689284302312,0.301869664795,0.0971373628413,0.920327062527,0.228991563596,1754272699.9
-0.290484064031,-0.265602967541,-0.0689342512812,0.301873982562,0.0971388245469,0.920325596093,0.228991145232,1754272700.0
-0.290480061031,-0.265607929736,-0.068950157711,0.301893060945,0.0971380550329,0.920319165685,0.228992164256,1754272700.1
-0.290475555215,-0.265610508118,-0.0689563403257,0.30190101062,0.0971392779843,0.920315812771,0.228994640164,1754272700.2
-0.29047384172,-0.265608803035,-0.0689653547093,0.301909248458,0.0971455445616,0.920312595675,0.22899405038,1754272700.3
-0.290473278235,-0.265608200434,-0.0689692053574,0.301912663035,0.0971478004438,0.920311309891,0.228993758986,1754272700.39
-0.290472152583,-0.265608097994,-0.0689718938307,0.301915141432,0.0971494230688,0.920310282664,0.228993931346,1754272700.5
-0.29047023011,-0.265609046367,-0.0689779514808,0.301921599432,0.0971521792349,0.920307498294,0.228995437618,1754272700.59
-0.290469309214,-0.265609706822,-0.0689827713643,0.301925720612,0.0971529113715,0.920305855972,0.228996293658,1754272700.67
-0.290468667123,-0.265608824291,-0.0689848649446,0.301927629631,0.0971547009768,0.920305246849,0.228995465381,1754272700.77
-0.290467486446,-0.265608408251,-0.0689875694326,0.301929979392,0.0971567606527,0.920304256299,0.228995474281,1754272700.86
-0.290466614741,-0.26560810869,-0.068991406502,0.301933276201,0.097158674496,0.920303042342,0.228995194162,1754272700.99
-0.290465109939,-0.265607967189,-0.0690001801711,0.301941446344,0.0971629749791,0.920299884319,0.228995288587,1754272701.08
-0.290462016438,-0.265608113527,-0.0690060382615,0.301947200531,0.0971663620489,0.920297451812,0.228996040065,1754272701.18
-0.290460578119,-0.265606185321,-0.0690132631736,0.3019530538,0.0971711180639,0.920295406751,0.228994522704,1754272701.3
-0.290459923276,-0.265605555961,-0.0690169541286,0.301956287354,0.0971735248565,0.920294152522,0.228994278155,1754272701.37
-0.290459085478,-0.265605843765,-0.0690190864175,0.301958356343,0.0971748216415,0.920293136086,0.228995084546,1754272701.49
-0.290459773357,-0.265606163518,-0.0690236920881,0.301961553418,0.0971753556389,0.920292119115,0.228994729215,1754272701.58
-0.290458813404,-0.265605659612,-0.0690264499378,0.301963669756,0.0971767861224,0.920291327579,0.22899451253,1754272701.68
-0.290458053304,-0.26560504243,-0.0690297357348,0.301966718917,0.097179153447,0.92029016709,0.228994150929,1754272701.8
-0.290457630358,-0.265604749558,-0.0690308269043,0.301967626756,0.0971800511232,0.9202897969,0.22899406057,1754272701.88
-0.290457007865,-0.265603886946,-0.0690337989005,0.30197016243,0.0971823523609,0.920288819212,0.228993669399,1754272701.98
-0.290456300638,-0.265603415592,-0.0690364415311,0.301972398566,0.0971840133464,0.920287981944,0.228993380566,1754272702.1
